,query_id,query,transcript_id,transcript
16,0,Who is the smartest people in the Big Bang Theory,46908,(7 14) Scene: The apartment. Banging on door.
17,0,Who is the smartest people in the Big Bang Theory,14555,"(8 3) Howard: Well, a lot of people who weren’t available, but then me."
18,0,Who is the smartest people in the Big Bang Theory,23259,(10 21) Bernadette: What if she likes the people who work there more than us?
19,0,Who is the smartest people in the Big Bang Theory,32994,(9 8) Raj: I’m a little jealous of the people who get to do it.
20,1,The smartest people in the Big Bang Theory is,15225,(9 11) Caption: THE BIG BANG THEORY
21,1,The smartest people in the Big Bang Theory is,5707,(5 24) Scene: Following a “Previously on The Big Bang Theory” section
22,1,The smartest people in the Big Bang Theory is,38444,(6 1) Scene: Following a “Previously on The Big Bang Theory” section
23,1,The smartest people in the Big Bang Theory is,36797,"(1 1) Leonard: Excuse me, if I were to give up at the first little hitch I never would have been able to identify the fingerprints of string theory in the aftermath of the big bang."
24,1,The smartest people in the Big Bang Theory is,46936,"(7 14) James: Ay-yi-yi, bang-bang."
25,1,The smartest people in the Big Bang Theory is,9653,"(8 1) Sheldon: Indeed. I was the world’s smartest caterpillar. And then after pupating in our nation’s railway system, I’ve burst forth as the world’s smartest butterfly."
26,1,The smartest people in the Big Bang Theory is,34756,(6 23) Raj: I like your bangs.
27,1,The smartest people in the Big Bang Theory is,2537,"(7 19) Penny: Unless you’re sleeping with one of them, seeing other people isn’t a big deal."
28,1,The smartest people in the Big Bang Theory is,14450,(9 14) Bernadette: I’m sure it was harmless. People flirt. No big deal.
29,1,The smartest people in the Big Bang Theory is,12068,(1 5) Howard: The blogosphere is a-buzzing with news of you and Lesley Winkle making eine kleine bang-bang music. 
30,1,The smartest people in the Big Bang Theory is,2036,"(6 24) Sheldon: It’s not that big of an opportunity. And even if Hawking’s theories are correct, all they prove is where the universe came from, why everything exists and what its ultimate end will be. I mean, me? I’m interested in the big questions."
31,1,The smartest people in the Big Bang Theory is,46908,(7 14) Scene: The apartment. Banging on door.
32,1,The smartest people in the Big Bang Theory is,13320,"(1 13) Penny: I’m settling once and for all who is the smartest around here. Okay, are you ready?"
33,1,The smartest people in the Big Bang Theory is,3919,(3 5) Stuart: Everyone has a different theory.
34,1,The smartest people in the Big Bang Theory is,47919,"(8 15) Amy: Well, I’d been thinking about a cellular automata approach to neuronal connectivity, and I thought it might have some interesting applications to string theory, it’s not a big deal."
35,1,The smartest people in the Big Bang Theory is,9562,"(8 1) Penny: Well, I’m a people person. People like me. Some of my favourite people are people. I feel like I’m saying people a lot. People, people, people. Okay, I’m done."
36,1,The smartest people in the Big Bang Theory is,15497,"(1 10) Penny: It’s not a big deal, just a one night showcase, but they invite a lot of casting people and agents so, you never know. "
37,1,The smartest people in the Big Bang Theory is,12555,(3 11) Sheldon: Why is Leonard softly banging his head against his bedroom door?
38,1,The smartest people in the Big Bang Theory is,50037,"(7 20) Sheldon: It was. This seemed so elegant at the time, but now I realize I was just a simple country boy seduced by a big city theory with variables in all the right places."
39,1,The smartest people in the Big Bang Theory is,43441,"(5 11) Jimmy: Aw, come on, you can figure it out. You’re like the smartest guy I’ve ever known."
40,2,Who gets the MacArthur Fellowship,46246,"(10 9) Sheldon: Hey, it’s not even called the Genius Grant, it’s the MacArthur Fellowship. Just like it’s not Frankenstein, it’s Frankenstein’s Monster. Which brings us back to that hulking simpleton over there. And if anyone’s a genius, it’s me for the way I brought that full circle."
41,2,Who gets the MacArthur Fellowship,42148,"(2 11) Howard: Hey, isn’t that the guy who won the MacArthur genius grant last year? No, not all at once."
42,2,Who gets the MacArthur Fellowship,46241,"(10 9) Howard: Damn, the MacArthur Genius Grant."
43,2,Who gets the MacArthur Fellowship,12215,(10 23) Amy: I was offered a summer research fellowship at Princeton.
44,2,Who gets the MacArthur Fellowship,50036,"(7 20) Leonard: Oh, yeah. Wasn’t that the basis of your postdoc fellowship?"
45,2,Who gets the MacArthur Fellowship,54793,(4 14) Howard: I just got offered a fellowship at the Weitzmann Institute in Israel.
46,2,Who gets the MacArthur Fellowship,42172,"(2 11) Leonard: Congratulations on the MacArthur Grant, by the way. Big fan."
47,2,Who gets the MacArthur Fellowship,46383,"(10 9) Bert: You know, as a MacArthur Grant winner, I’m allowed to nominate someone for next year."
48,2,Who gets the MacArthur Fellowship,46423,"(10 9) Bert: Wow, I won the MacArthur Grant, everyone’s jealous of me. Once I get Lasik, I’ll be out of things to wish for."
49,2,Who gets the MacArthur Fellowship,52417,"(3 15) Leonard: Yeah. We also put in what happens if one of us wins a MacArthur Grant, or if one of us gets superpowers, or if one of us is bitten by a zombie."
50,2,Who gets the MacArthur Fellowship,32659,(4 2) Sheldon-bot : Isn’t this nice? The pleasures of fellowship and camaraderie without having to tolerate your germy breath on my skin.
51,2,Who gets the MacArthur Fellowship,17154,(4 23) Raj: Hell Hounds. Who let the Satanic dogs out? Who? Who-who?
52,2,Who gets the MacArthur Fellowship,23340,"(10 21) Bert: Right. I wasn’t getting any responses, and then I added recent $625,000 MacArthur grant winner, and five minutes later I met my soul mate."
53,2,Who gets the MacArthur Fellowship,25510,(4 3) Sheldon: A breakup would imply she was my girlfriend. She was a girl who was my friend who is now a girl who is not my friend.
54,2,Who gets the MacArthur Fellowship,45195,(4 10) Leonard: Really? This is going to decide who’s the hero and who’s the sidekick?
55,2,Who gets the MacArthur Fellowship,24100,"(6 13) Bernadette: Hold on, who decides who’s worthy? Does the hammer decide?"
56,2,Who gets the MacArthur Fellowship,33483,"(6 3) Penny: Who I hope for her sake is not Captain Hook, so… who are you calling?"
57,2,Who gets the MacArthur Fellowship,47600,(9 21) Amy: Who’s the only one who can make him take his medicine when he’s sick?
58,2,Who gets the MacArthur Fellowship,25081,"(8 22) Howard: There’s two kinds of people in this world, those who call tech support, and those who make fun of the people who call tech support."
59,2,Who gets the MacArthur Fellowship,37,(2 2) Raj: Who were you respecting then?
60,3,The MacArthur Fellowship is given to whom,49578,"(8 16) Penny: Question one. Given the choice of anyone in the world, whom would you want as a dinner guest?"
61,3,The MacArthur Fellowship is given to whom,49549,"(8 16) Raj: Hang on. Okay. Given the choice of anyone in the world, whom would you want as a dinner guest?"
62,3,The MacArthur Fellowship is given to whom,46246,"(10 9) Sheldon: Hey, it’s not even called the Genius Grant, it’s the MacArthur Fellowship. Just like it’s not Frankenstein, it’s Frankenstein’s Monster. Which brings us back to that hulking simpleton over there. And if anyone’s a genius, it’s me for the way I brought that full circle."
63,3,The MacArthur Fellowship is given to whom,46241,"(10 9) Howard: Damn, the MacArthur Genius Grant."
64,3,The MacArthur Fellowship is given to whom,12215,(10 23) Amy: I was offered a summer research fellowship at Princeton.
65,3,The MacArthur Fellowship is given to whom,50036,"(7 20) Leonard: Oh, yeah. Wasn’t that the basis of your postdoc fellowship?"
66,3,The MacArthur Fellowship is given to whom,11802,(3 23) Sheldon: Who’s going to tell whom about what?
67,3,The MacArthur Fellowship is given to whom,12529,(3 11) Penny: The one from whom I live across the hall from.
68,3,The MacArthur Fellowship is given to whom,54793,(4 14) Howard: I just got offered a fellowship at the Weitzmann Institute in Israel.
69,3,The MacArthur Fellowship is given to whom,42172,"(2 11) Leonard: Congratulations on the MacArthur Grant, by the way. Big fan."
70,3,The MacArthur Fellowship is given to whom,31030,"(4 20) Priya: Oh, too bad. Although I do know one person for whom that’s good news."
71,3,The MacArthur Fellowship is given to whom,33533,(6 3) Leonard: Given her what?
72,3,The MacArthur Fellowship is given to whom,48606,(5 21) Sheldon: And you never answered me. So who owes whom an apology now?
73,3,The MacArthur Fellowship is given to whom,46383,"(10 9) Bert: You know, as a MacArthur Grant winner, I’m allowed to nominate someone for next year."
74,3,The MacArthur Fellowship is given to whom,46423,"(10 9) Bert: Wow, I won the MacArthur Grant, everyone’s jealous of me. Once I get Lasik, I’ll be out of things to wish for."
75,3,The MacArthur Fellowship is given to whom,52417,"(3 15) Leonard: Yeah. We also put in what happens if one of us wins a MacArthur Grant, or if one of us gets superpowers, or if one of us is bitten by a zombie."
76,3,The MacArthur Fellowship is given to whom,32659,(4 2) Sheldon-bot : Isn’t this nice? The pleasures of fellowship and camaraderie without having to tolerate your germy breath on my skin.
77,3,The MacArthur Fellowship is given to whom,2604,(7 19) Amy: Could have given it back to me. That was a choice.
78,3,The MacArthur Fellowship is given to whom,5602,"(4 13) Penny: Again, I’ve never given it much thought."
79,3,The MacArthur Fellowship is given to whom,9193,(4 15) Leonard: I hadn’t really given it much thought.
80,4,Whose job involves audition,21384,"(8 21) Penny: If I was at a train station and one train could take me to my current job and the other train could take me to an audition for a movie, which train should I get on?"
81,4,Whose job involves audition,37909,"(7 17) Penny: I don’t know what to do. My car threw a rod and it’s totaled. I can’t afford a new one, I have no job, and now I can’t drive to auditions."
82,4,Whose job involves audition,2412,"(7 19) Leonard: Hey. Oh, how’d the audition go?"
83,4,Whose job involves audition,21462,(8 21) Scene: The audition room.
84,4,Whose job involves audition,21705,(4 16) Penny: I didn’t do the audition.
85,4,Whose job involves audition,22611,(8 20) Penny: What is the harm if I audition?
86,4,Whose job involves audition,38065,(6 12) Bernadette: Who’s involved?
87,4,Whose job involves audition,53449,(7 18) Sheldon: How long have you been involved with him?
88,4,Whose job involves audition,17566,"(7 16) Penny: Hi. Sorry I’m late, I was at an audition."
89,4,Whose job involves audition,21465,(8 21) Girl: Hey. I haven’t seen you auditioning in a while.
90,4,Whose job involves audition,27016,"(7 12) Leonard: And to show you how much I believe in you, I kind of got you an audition."
91,4,Whose job involves audition,52400,(3 15) Leonard: How does that involve air travel?
92,4,Whose job involves audition,14828,(2 18) Sheldon: And you understand that will involve me telling you what to do?
93,4,Whose job involves audition,52200,(2 6) Ramona: Gloves were worn by everyone involved. I was vigilant.
94,4,Whose job involves audition,21509,(8 21) Amy: I can’t believe you got up and walked out of an audition for a big movie.
95,4,Whose job involves audition,11412,"(2 1) Penny: No, I meant has he ever been involved with someone who wasn’t a braniac? "
96,4,Whose job involves audition,41365,(1 2) Sheldon: And if water is involved we’re going to have to ground the crap out of the thing. 
97,4,Whose job involves audition,43651,"(5 19) Penny: All right, sweetie, I’m not going to get involved in your relationship."
98,4,Whose job involves audition,47896,"(2 22) Houston: ISS, Houston. Which crew members would be involved in this E.V.A.?"
99,4,Whose job involves audition,1927,(6 24) Leonard: I have a job.
100,5,Who in the Big Bang Theory goes to auditions,15225,(9 11) Caption: THE BIG BANG THEORY
101,5,Who in the Big Bang Theory goes to auditions,5707,(5 24) Scene: Following a “Previously on The Big Bang Theory” section
102,5,Who in the Big Bang Theory goes to auditions,38444,(6 1) Scene: Following a “Previously on The Big Bang Theory” section
103,5,Who in the Big Bang Theory goes to auditions,36797,"(1 1) Leonard: Excuse me, if I were to give up at the first little hitch I never would have been able to identify the fingerprints of string theory in the aftermath of the big bang."
104,5,Who in the Big Bang Theory goes to auditions,28029,(10 2) Leonard: There goes our big payday.
105,5,Who in the Big Bang Theory goes to auditions,21509,(8 21) Amy: I can’t believe you got up and walked out of an audition for a big movie.
106,5,Who in the Big Bang Theory goes to auditions,46936,"(7 14) James: Ay-yi-yi, bang-bang."
107,5,Who in the Big Bang Theory goes to auditions,40804,(2 19) Alicia: I just got a callback to audition for CSI to play a hooker who gets killed.
108,5,Who in the Big Bang Theory goes to auditions,52504,"(3 15) Leonard: Well, forget it. I was the one who was invited, I get to decide who goes with me, and it’s Penny, not you!"
109,5,Who in the Big Bang Theory goes to auditions,34756,(6 23) Raj: I like your bangs.
110,5,Who in the Big Bang Theory goes to auditions,21290,"(8 21) Sheldon: There was a scientist who had a theory and James Clerk Maxwell was his name-o. J-A-M-E-S, C-L-E-R-K space M-A-X-W-E-L-L, And James Clerk Maxwell was his name-o. There was a scientist who had a theory and James Clerk Maxwell was his name-o, A-M-E-S…"
111,5,Who in the Big Bang Theory goes to auditions,2412,"(7 19) Leonard: Hey. Oh, how’d the audition go?"
112,5,Who in the Big Bang Theory goes to auditions,21462,(8 21) Scene: The audition room.
113,5,Who in the Big Bang Theory goes to auditions,21705,(4 16) Penny: I didn’t do the audition.
114,5,Who in the Big Bang Theory goes to auditions,22611,(8 20) Penny: What is the harm if I audition?
115,5,Who in the Big Bang Theory goes to auditions,12068,(1 5) Howard: The blogosphere is a-buzzing with news of you and Lesley Winkle making eine kleine bang-bang music. 
116,5,Who in the Big Bang Theory goes to auditions,2036,"(6 24) Sheldon: It’s not that big of an opportunity. And even if Hawking’s theories are correct, all they prove is where the universe came from, why everything exists and what its ultimate end will be. I mean, me? I’m interested in the big questions."
117,5,Who in the Big Bang Theory goes to auditions,46908,(7 14) Scene: The apartment. Banging on door.
118,5,Who in the Big Bang Theory goes to auditions,40204,(5 10) Stuart: Sorry. Most of the guys who come in here like big boobs. Couple of them have big boobs.
119,5,Who in the Big Bang Theory goes to auditions,13991,"(2 21) Sheldon: No, Leonard said nothing, but who knows what goes on over here when he pretends your mail was misdelivered."
120,6,Who goes to auditions,40804,(2 19) Alicia: I just got a callback to audition for CSI to play a hooker who gets killed.
121,6,Who goes to auditions,52504,"(3 15) Leonard: Well, forget it. I was the one who was invited, I get to decide who goes with me, and it’s Penny, not you!"
122,6,Who goes to auditions,2412,"(7 19) Leonard: Hey. Oh, how’d the audition go?"
123,6,Who goes to auditions,21462,(8 21) Scene: The audition room.
124,6,Who goes to auditions,21705,(4 16) Penny: I didn’t do the audition.
125,6,Who goes to auditions,22611,(8 20) Penny: What is the harm if I audition?
126,6,Who goes to auditions,13991,"(2 21) Sheldon: No, Leonard said nothing, but who knows what goes on over here when he pretends your mail was misdelivered."
127,6,Who goes to auditions,17566,"(7 16) Penny: Hi. Sorry I’m late, I was at an audition."
128,6,Who goes to auditions,21465,(8 21) Girl: Hey. I haven’t seen you auditioning in a while.
129,6,Who goes to auditions,27016,"(7 12) Leonard: And to show you how much I believe in you, I kind of got you an audition."
130,6,Who goes to auditions,1312,(6 8) Howard: This is where he goes? What’s in there?
131,6,Who goes to auditions,28918,(10 17) Bernadette: There she goes.
132,6,Who goes to auditions,21509,(8 21) Amy: I can’t believe you got up and walked out of an audition for a big movie.
133,6,Who goes to auditions,1250,(6 8) Howard: We should figure out where he goes.
134,6,Who goes to auditions,6941,(4 6) Priya: You said he goes to bed at nine.
135,6,Who goes to auditions,16350,(8 18) Stuart: And there goes the mood.
136,6,Who goes to auditions,24985,"(8 22) Raj: Oh, you’re where that bill goes."
137,6,Who goes to auditions,25736,(9 20) Leonard: And there goes our hike.
138,6,Who goes to auditions,26432,(9 9) Sheldon: And there goes my list.
139,6,Who goes to auditions,31525,"(8 17) Howard: Oh, Bernie, you’re gonna have to sound a lot more confident when we get audited. (On phone) Hey, what’s up?"
140,7,Who does not have a driving license,33722,"(2 5) Sheldon: I just don’t see why I need a driver’s license, Albert Einstein never had a driver’s license."
141,7,Who does not have a driving license,41578,(10 10) Howard: Fine. Who wants to drive me to the store?
142,7,Who does not have a driving license,28970,"(10 17) Sheldon: Not entirely, the fight over who’s going to drive is still…"
143,7,Who does not have a driving license,33357,(10 16) Sheldon: Fine. Two years ago I got my driver’s license.
144,7,Who does not have a driving license,3004,"(9 16) Howard: If this is a viable thing, we could get a patent and license it to companies that make guidance systems."
145,7,Who does not have a driving license,17219,"(10 15) Sheldon: Oh, no. It’s not just me. No. The railway is four hours from the nearest airport, and guess who gets to drive me."
146,7,Who does not have a driving license,28590,"(3 16) Penny: Okay, look, they sent me the ticket. I told them I wasn’t driving and they were all, if it wasn’t you, who was it?"
147,7,Who does not have a driving license,49732,"(8 16) Sheldon: Gary Con, do we fly or drive? Do we wear costumes? And if so, who gets to be Gary?"
148,7,Who does not have a driving license,28079,"(10 2) Penny: Yeah, drive safe. We love you. And give us a call… Oh, my God, it was me, it was me. I’m the one who blabbed she was pregnant!"
149,7,Who does not have a driving license,39976,"(5 18) Sheldon: Penny, you’re not trained. You’re not licensed. Most importantly, you don’t have access to my haircut records."
150,7,Who does not have a driving license,33805,"(2 5) Leonard: Yes, you are, you’re meant to learn how to drive. Please learn how to drive!"
151,7,Who does not have a driving license,9261,"(4 21) Leonard: Top of her class, Cambridge University. Licensed to practice law in three countries. And your face."
152,7,Who does not have a driving license,28954,"(10 17) Leonard: If you want to drive, just drive. I don’t see why this has to be so complicated."
153,7,Who does not have a driving license,20168,"(4 17) Sheldon: Yes, I was in a taxi, but the driver didn’t look at all like the photograph on his license, so I leapt out and ran for it."
154,7,Who does not have a driving license,28589,"(3 16) Sheldon: Okay, then why is a summons for a traffic violation committed in your car, bearing your license plates, coming to me?"
155,7,Who does not have a driving license,28592,(3 16) Penny: No! It wasn’t a betrayal. It was more of a can’t afford any more points on my license. I already have to buy my insurance from this place in the Cayman Islands.
156,7,Who does not have a driving license,3695,(3 14) Sheldon: I don’t drive.
157,7,Who does not have a driving license,5873,(5 24) Bernadette (off): Why can’t she drive herself?
158,7,Who does not have a driving license,15759,(3 8) Sheldon: I don’t drive.
159,7,Who does not have a driving license,35929,(4 1) Sheldon: Wait. You have to drive me.
160,8,Who cannot drive,41578,(10 10) Howard: Fine. Who wants to drive me to the store?
161,8,Who cannot drive,28970,"(10 17) Sheldon: Not entirely, the fight over who’s going to drive is still…"
162,8,Who cannot drive,17219,"(10 15) Sheldon: Oh, no. It’s not just me. No. The railway is four hours from the nearest airport, and guess who gets to drive me."
163,8,Who cannot drive,28590,"(3 16) Penny: Okay, look, they sent me the ticket. I told them I wasn’t driving and they were all, if it wasn’t you, who was it?"
164,8,Who cannot drive,49732,"(8 16) Sheldon: Gary Con, do we fly or drive? Do we wear costumes? And if so, who gets to be Gary?"
165,8,Who cannot drive,28079,"(10 2) Penny: Yeah, drive safe. We love you. And give us a call… Oh, my God, it was me, it was me. I’m the one who blabbed she was pregnant!"
166,8,Who cannot drive,33805,"(2 5) Leonard: Yes, you are, you’re meant to learn how to drive. Please learn how to drive!"
167,8,Who cannot drive,28954,"(10 17) Leonard: If you want to drive, just drive. I don’t see why this has to be so complicated."
168,8,Who cannot drive,3695,(3 14) Sheldon: I don’t drive.
169,8,Who cannot drive,5873,(5 24) Bernadette (off): Why can’t she drive herself?
170,8,Who cannot drive,15759,(3 8) Sheldon: I don’t drive.
171,8,Who cannot drive,35929,(4 1) Sheldon: Wait. You have to drive me.
172,8,Who cannot drive,35950,(4 1) Sheldon: Thank you for driving me.
173,8,Who cannot drive,38243,"(5 3) Penny: Okay, I’m not driving him."
174,8,Who cannot drive,43504,(5 11) Leonard: Are you okay to drive?
175,8,Who cannot drive,46018,(9 3) Raj: We can drive there.
176,8,Who cannot drive,53229,(5 5) Leonard: You want to drive?
177,8,Who cannot drive,51058,"(2 17) Sheldon: You forgot your flash drive, You forgot your flash drive (repeated over and over in time to the sound of the train)"
178,8,Who cannot drive,10189,"(10 1) Leonard: Yeah, drive safe. "
179,8,Who cannot drive,10213,(10 1) Bernadette: Because you were driving like a lunatic.
180,9,Who need to get a driving license,33722,"(2 5) Sheldon: I just don’t see why I need a driver’s license, Albert Einstein never had a driver’s license."
181,9,Who need to get a driving license,33705,"(2 5) Leonard: Sheldon, you need to learn how to drive."
182,9,Who need to get a driving license,44119,(9 19) Amy: I’m driving the car. I need to know.
183,9,Who need to get a driving license,41578,(10 10) Howard: Fine. Who wants to drive me to the store?
184,9,Who need to get a driving license,10447,"(10 1) Sheldon: Well, and you need to drive the car and mind your business."
185,9,Who need to get a driving license,39293,(8 13) Amy: You don’t need to drive yourself crazy in order to be productive.
186,9,Who need to get a driving license,28970,"(10 17) Sheldon: Not entirely, the fight over who’s going to drive is still…"
187,9,Who need to get a driving license,37912,"(7 17) Leonard: At least they talked about you on Letterman. Come on, I can drive you wherever you need to go."
188,9,Who need to get a driving license,44521,"(10 12) Leonard: And before our next drive to Comic-Con, I need the name of that juice."
189,9,Who need to get a driving license,33357,(10 16) Sheldon: Fine. Two years ago I got my driver’s license.
190,9,Who need to get a driving license,3004,"(9 16) Howard: If this is a viable thing, we could get a patent and license it to companies that make guidance systems."
191,9,Who need to get a driving license,17219,"(10 15) Sheldon: Oh, no. It’s not just me. No. The railway is four hours from the nearest airport, and guess who gets to drive me."
192,9,Who need to get a driving license,28590,"(3 16) Penny: Okay, look, they sent me the ticket. I told them I wasn’t driving and they were all, if it wasn’t you, who was it?"
193,9,Who need to get a driving license,49732,"(8 16) Sheldon: Gary Con, do we fly or drive? Do we wear costumes? And if so, who gets to be Gary?"
194,9,Who need to get a driving license,5838,"(5 24) Howard: So, we have the where and the when, but we still need to figure out who’s going to do the ceremony."
195,9,Who need to get a driving license,14439,"(9 14) Amy: Who said I even want to be engaged to him? And if I do, I, I don’t need your hand-me-downs."
196,9,Who need to get a driving license,28079,"(10 2) Penny: Yeah, drive safe. We love you. And give us a call… Oh, my God, it was me, it was me. I’m the one who blabbed she was pregnant!"
197,9,Who need to get a driving license,39976,"(5 18) Sheldon: Penny, you’re not trained. You’re not licensed. Most importantly, you don’t have access to my haircut records."
198,9,Who need to get a driving license,33805,"(2 5) Leonard: Yes, you are, you’re meant to learn how to drive. Please learn how to drive!"
199,9,Who need to get a driving license,14921,(2 18) Penny: Get out! Who needs a thousand sparkly flower barrettes with rhinestones?
200,10,What was the theme of the dinner party,3118,(6 10) Howard: I’m sensing a theme. You ever really think about the Spider-Man theme song? How’s that dinner coming?
201,10,What was the theme of the dinner party,43211,"(6 19) Raj: Well, put your mind at ease. I’m here to make sure your dinner party kicks Howard’s dinner party’s ass. Now, the first thing we need is a theme. I’m thinking, ah, turn-of-the-century Moulin Rouge."
202,10,What was the theme of the dinner party,21915,"(8 11) Dr Koothrappali: You know, my wife used to throw theme parties like this all the time."
203,10,What was the theme of the dinner party,45535,(7 3) Sheldon: I’m sorry. Are we really doing this or are we tricking Koothrappali again like with the dinner party?
204,10,What was the theme of the dinner party,21791,"(8 11) Raj: Amy, good luck getting these guys excited about a dinner with a theme. I gave up when no one cared about my Tom Hanks-giving."
205,10,What was the theme of the dinner party,24126,"(6 13) Raj: It, it is. It’s not just comic books. They’ve got action figures, toys, a Tron-themed dance party."
206,10,What was the theme of the dinner party,1251,"(6 8) Raj: Ooh, this is exciting. Like one of my classic murder mystery dinner parties."
207,10,What was the theme of the dinner party,43157,"(6 19) Leonard: Mm, you know, we could throw a dinner party, too. Maybe even ask everyone to get dressed up."
208,10,What was the theme of the dinner party,45505,"(7 3) Raj: So, couldn’t help but notice none of you RSVP’d to my murder mystery dinner party."
209,10,What was the theme of the dinner party,21055,(1 6) Leonard: Is there a theme?
210,10,What was the theme of the dinner party,8870,"(6 5) Raj: Before I forget, I’d like your opinion on the menus I’ve prepared for the Halloween party. The theme is food that goes bump in the night."
211,10,What was the theme of the dinner party,22979,"(10 6) Sheldon: All right, fine. Let’s say that we were to entertain people. What type of gathering did you have in mind? Huh? A meal? Lunch? Brunch? Dinner? Afternoon tea? A formal tea? Hmm? Is it a party? And if so, what kind of party? Is it a cocktail party? A Tupperware party? Ooh, is it a surprise party? Oh, I hope it’s not a West Coast party, ’cause according to the man on the radio, a West Coast party don’t stop."
212,10,What was the theme of the dinner party,43325,(6 19) Penny: Party’s over! Party’s over!
213,10,What was the theme of the dinner party,43153,"(6 19) Leonard: Well, it’s just kind of weird how grown up he is now. Happily married guy throwing dinner parties."
214,10,What was the theme of the dinner party,10480,(6 22) Leonard: Do you remember his old theme song?
215,10,What was the theme of the dinner party,54566,(5 23) Sheldon: Super Mario Bros. theme?
216,10,What was the theme of the dinner party,3073,(6 10) Sheldon: Is anyone else troubled by the Spider-Man theme song?
217,10,What was the theme of the dinner party,13889,"(2 21) Sheldon: Oh, I shall. (Sings Superman theme while searching his pockets.) No!"
218,10,What was the theme of the dinner party,31570,(8 17) Sheldon: What if I play the Star Trek theme on my nose?
219,10,What was the theme of the dinner party,35294,(10 3) Raj: Of course it does. Didn’t your baby room have a theme?
220,11,What kind of dinner party was in Big Bang Theory,15225,(9 11) Caption: THE BIG BANG THEORY
221,11,What kind of dinner party was in Big Bang Theory,5707,(5 24) Scene: Following a “Previously on The Big Bang Theory” section
222,11,What kind of dinner party was in Big Bang Theory,38444,(6 1) Scene: Following a “Previously on The Big Bang Theory” section
223,11,What kind of dinner party was in Big Bang Theory,36797,"(1 1) Leonard: Excuse me, if I were to give up at the first little hitch I never would have been able to identify the fingerprints of string theory in the aftermath of the big bang."
224,11,What kind of dinner party was in Big Bang Theory,43153,"(6 19) Leonard: Well, it’s just kind of weird how grown up he is now. Happily married guy throwing dinner parties."
225,11,What kind of dinner party was in Big Bang Theory,46936,"(7 14) James: Ay-yi-yi, bang-bang."
226,11,What kind of dinner party was in Big Bang Theory,16273,(8 18) Leonard: It’s kind of a big deal.
227,11,What kind of dinner party was in Big Bang Theory,46680,"(3 7) Penny: Oh, yeah, kind of. It’s, it’s no big thing."
228,11,What kind of dinner party was in Big Bang Theory,22979,"(10 6) Sheldon: All right, fine. Let’s say that we were to entertain people. What type of gathering did you have in mind? Huh? A meal? Lunch? Brunch? Dinner? Afternoon tea? A formal tea? Hmm? Is it a party? And if so, what kind of party? Is it a cocktail party? A Tupperware party? Ooh, is it a surprise party? Oh, I hope it’s not a West Coast party, ’cause according to the man on the radio, a West Coast party don’t stop."
229,11,What kind of dinner party was in Big Bang Theory,45535,(7 3) Sheldon: I’m sorry. Are we really doing this or are we tricking Koothrappali again like with the dinner party?
230,11,What kind of dinner party was in Big Bang Theory,775,(5 13) Penny: Screw it. I’m not gonna make a big deal out of this. It’s just dinner.
231,11,What kind of dinner party was in Big Bang Theory,38009,(7 17) Sheldon: Kind of like when Firefly was cancelled. But not as big.
